entity,design_00_baseline,design_01_undertow,design_02_swiftdeath007,design_03_swiftdeath007,design_04_swiftdeath007,design_05_derantrix,design_06_imp,design_07_osboz,design_08_lady_meyneth,design_09_jobo,design_10_ztirom22,design_11_theflyingcurryfish154,design_12_phlap,design_13_phlap,design_14_abucnasty_Stage_1,design_14_abucnasty_Stage_2,design_14_abucnasty_Stage_3,design_14_abucnasty,design_17_henryjk,design_18_lady_meyneth,design_19_werezwolf,design_20_toda1,design_21_syvkal_STAGE_0,design_21_syvkal_STAGE_1,design_21_syvkal_STAGE_2,design_22_mcmayhem57,design_23_mcmayhem57,design_24_mcmayhem57,design_25_ashtroboy_1,design_25_ashtroboy_Paste_after_sulfur_rounds_corner_and_imediatly_after_lamp_blinks,design_25_ashtroboy_Final_State_(Only_for_comparison_will_not_work),design_26_mrcooki4,design_27_geist_fixed,design_28_geist,design_29_geist,design_30_reja,design_31_minebuilder,design_32_reja,design_33_syvkal_STAGE_0,design_33_syvkal_STAGE_1,design_33_syvkal_STAGE_2,design_34_osboz,design_35_henryjk,design_hybrid_01_abucnasty,design_hybrid_03_thaeln_abucnasty,design_hybrid_04_thaeln_abucnasty,design_hybrid_05_thaeln_abucnasty_Stage_1,design_hybrid_05_thaeln_abucnasty,design_hybrid_06_abucnasty
stack_inserter_circuit_set_filters,0,0,0,0,0,0,0,0,22,24,0,0,22,40,42,42,42,20,0,22,0,0,72,72,48,0,0,38,0,0,0,0,88,48,36,0,0,0,72,72,48,0,0,0,10,10,20,20,0
stack_inserter_direct_insertion,2,112,72,240,48,50,240,25,96,4,4,384,82,16,20,20,20,20,208,96,38,115,76,76,76,84,90,32,20,188,188,102,64,66,160,28,0,28,76,76,76,25,208,60,20,20,24,24,60
stack_inserter_direct_insertion_circuit_enabled,0,16,0,240,46,50,0,20,94,4,0,384,82,16,20,20,20,20,208,94,38,69,76,76,76,77,84,24,20,188,188,102,60,62,156,26,0,26,76,76,76,20,208,56,20,20,16,16,56
stack_inserter_direction_insertion_percent,1.3605442176870748,38.88888888888889,37.30569948186528,43.47826086956522,22.966507177033492,17.73049645390071,76.43312101910828,6.281407035175879,61.146496815286625,2.5974025974025974,2.7210884353741496,31.321370309951057,50.306748466257666,12.8,15.503875968992247,15.503875968992247,15.503875968992247,15.503875968992247,69.33333333333334,61.146496815286625,14.901960784313726,31.08108108108108,25.333333333333336,25.333333333333336,25.333333333333336,41.37931034482759,41.86046511627907,21.192052980132452,6.024096385542169,56.62650602409639,56.62650602409639,26.984126984126984,27.947598253275107,23.91304347826087,44.19889502762431,18.79194630872483,0,18.79194630872483,25.333333333333336,25.333333333333336,25.333333333333336,6.281407035175879,69.33333333333334,42.5531914893617,15.503875968992247,15.503875968992247,9.523809523809524,9.523809523809524,42.5531914893617
stack_inserter_from_assembling_machine_3_advanced_circuit,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_advanced_circuit_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_advanced_circuit_to_cargo_wagon,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_advanced_circuit_to_cargo_wagon_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_chemical_science_pack,24,44,22,30,22,48,24,52,22,24,21,144,22,22,22,22,22,22,32,22,32,23,48,48,48,26,28,26,0,48,48,52,44,46,52,22,0,22,48,48,48,52,32,22,22,22,44,44,22
stack_inserter_from_assembling_machine_3_chemical_science_pack_circuit_enabled,0,0,22,30,20,48,0,51,0,22,21,144,0,0,22,22,22,22,32,0,32,23,0,0,0,25,28,12,0,48,48,52,44,46,52,22,0,22,0,0,0,52,32,22,22,22,44,44,22
stack_inserter_from_assembling_machine_3_chemical_science_pack_circuit_set_filters,0,0,0,0,0,0,0,0,22,0,0,0,22,20,0,0,0,0,0,22,0,0,48,48,48,0,0,12,0,0,0,0,0,0,0,0,0,0,48,48,48,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_chemical_science_pack_to_cargo_wagon,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_chemical_science_pack_to_cargo_wagon_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_transport_belt,24,44,22,0,22,48,0,52,0,24,0,144,20,22,22,22,22,22,0,0,32,23,48,48,48,26,28,26,0,0,0,52,44,46,50,22,0,22,48,48,48,52,0,22,22,22,42,42,22
stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_transport_belt_circuit_enabled,0,0,22,0,20,48,0,51,0,22,0,144,0,0,22,22,22,22,0,0,32,23,0,0,0,25,28,12,0,0,0,52,44,46,50,22,0,22,0,0,0,52,0,22,22,22,42,42,22
stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_transport_belt_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,48,48,48,0,0,12,0,0,0,0,0,0,0,0,0,0,48,48,48,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_underground_belt,0,0,0,0,0,0,24,0,22,0,21,0,2,0,0,0,0,0,32,22,0,0,0,0,0,0,0,0,0,48,48,0,0,0,2,0,0,0,0,0,0,0,32,0,0,0,2,2,0
stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_underground_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,2,0,0,0,0,0,0,0,32,0,0,0,2,2,0
stack_inserter_from_assembling_machine_3_chemical_science_pack_to_turbo_underground_belt_circuit_set_filters,0,0,0,0,0,0,0,0,22,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_copper_cable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_copper_cable_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_copper_cable_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_electronic_circuit,0,0,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_electronic_circuit_circuit_enabled,0,0,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_electronic_circuit_to_assembling_machine_3_advanced_circuit,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_electronic_circuit_to_assembling_machine_3_advanced_circuit_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_electronic_circuit_to_turbo_underground_belt,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_electronic_circuit_to_turbo_underground_belt_circuit_enabled,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_engine_unit,10,44,14,30,12,48,24,24,22,24,11,144,22,10,10,10,10,10,32,22,14,23,48,48,48,26,28,26,20,20,20,52,44,46,18,22,0,22,48,48,48,24,32,22,10,10,20,20,22
stack_inserter_from_assembling_machine_3_engine_unit_circuit_enabled,0,0,14,30,12,48,0,22,22,24,11,144,22,0,10,10,10,10,32,22,14,0,48,48,48,25,28,24,20,20,20,52,44,46,18,20,0,20,48,48,48,22,32,22,10,10,20,20,22
stack_inserter_from_assembling_machine_3_engine_unit_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_engine_unit_to_assembling_machine_3_chemical_science_pack,0,44,0,30,0,48,24,0,22,0,0,144,22,0,0,0,0,0,32,22,0,0,48,48,48,26,28,26,0,0,0,52,44,46,0,22,0,22,48,48,48,0,32,22,0,0,0,0,22
stack_inserter_from_assembling_machine_3_engine_unit_to_assembling_machine_3_chemical_science_pack_circuit_enabled,0,0,0,30,0,48,0,0,22,0,0,144,22,0,0,0,0,0,32,22,0,0,48,48,48,25,28,24,0,0,0,52,44,46,0,20,0,20,48,48,48,0,32,22,0,0,0,0,22
stack_inserter_from_assembling_machine_3_engine_unit_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_engine_unit_to_steel_chest,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_engine_unit_to_steel_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_engine_unit_to_turbo_transport_belt,10,0,0,0,0,0,0,24,0,0,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,18,0,0,0,0,0,0,24,0,0,10,10,20,20,0
stack_inserter_from_assembling_machine_3_engine_unit_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,22,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,18,0,0,0,0,0,0,22,0,0,10,10,20,20,0
stack_inserter_from_assembling_machine_3_engine_unit_to_turbo_transport_belt_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_engine_unit_to_turbo_underground_belt,0,0,14,0,12,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_engine_unit_to_turbo_underground_belt_circuit_enabled,0,0,14,0,12,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_belt,85,104,76,36,104,106,48,255,22,26,66,641,50,50,50,50,50,50,52,22,132,25,60,60,60,57,61,59,72,72,72,194,100,104,92,75,0,75,60,60,60,255,52,50,50,50,92,92,50
stack_inserter_from_belt_circuit_enabled,0,8,0,0,89,106,0,246,22,26,64,641,50,50,50,50,50,50,48,22,126,0,60,60,60,49,56,28,72,72,72,192,100,104,92,73,0,73,60,60,60,249,48,50,50,50,88,88,50
stack_inserter_from_belt_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_building,62,176,115,360,99,140,266,143,131,80,61,585,113,65,69,69,69,69,244,131,123,276,212,212,212,138,146,84,140,260,260,184,129,149,252,74,0,74,212,212,212,143,244,91,69,69,126,126,91
stack_inserter_from_building_circuit_enabled,0,24,42,360,91,140,0,103,102,66,36,573,86,20,56,56,56,56,240,102,110,115,84,84,84,120,130,42,136,260,260,180,110,141,244,52,0,52,84,84,84,104,240,82,56,56,96,96,82
stack_inserter_from_building_circuit_set_filters,0,0,0,0,0,0,0,0,22,12,0,0,22,40,20,20,20,20,0,22,0,0,48,48,48,0,0,12,0,0,0,0,0,23,18,0,0,0,48,48,48,0,0,0,10,10,20,20,0
stack_inserter_from_cargo_wagon,0,0,0,150,0,36,0,0,4,12,20,0,0,0,0,0,0,0,0,4,0,69,24,24,24,8,8,8,0,0,0,0,0,0,0,0,0,0,24,24,24,0,0,0,0,0,4,4,0
stack_inserter_from_cargo_wagon_circuit_enabled,0,0,0,150,0,36,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,69,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,4,4,0
stack_inserter_from_cargo_wagon_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_assembling_machine_3_chemical_science_pack,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_assembling_machine_3_chemical_science_pack_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_assembling_machine_3_engine_unit,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_assembling_machine_3_engine_unit_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_assembling_machine_3_engine_unit_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_cargo_wagon,0,0,0,60,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_cargo_wagon_circuit_enabled,0,0,0,60,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,16,0,0,4,12,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
stack_inserter_from_cargo_wagon_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,16,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
stack_inserter_from_cargo_wagon_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_turbo_transport_belt,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_turbo_transport_belt_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_chemical_plant_plastic_bar,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
stack_inserter_from_chemical_plant_plastic_bar_circuit_enabled,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
stack_inserter_from_chemical_plant_plastic_bar_to_cargo_wagon,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_chemical_plant_plastic_bar_to_cargo_wagon_circuit_enabled,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_chemical_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
stack_inserter_from_chemical_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
stack_inserter_from_chest,0,8,2,156,6,36,0,0,4,48,20,0,0,10,10,10,10,10,4,4,0,69,28,28,28,8,8,8,0,0,0,0,0,23,18,0,0,0,28,28,28,0,4,0,10,10,34,34,0
stack_inserter_from_chest_circuit_enabled,0,0,0,150,0,36,0,0,0,36,16,0,0,10,10,10,10,10,0,0,0,69,0,0,24,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,24,0,0,0,10,10,28,28,0
stack_inserter_from_chest_circuit_set_filters,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,23,18,0,0,0,24,24,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_plastic_bar,2,8,6,30,6,0,24,8,4,2,4,7,4,4,4,4,4,4,0,4,6,23,8,8,8,4,4,4,0,0,0,10,8,8,26,2,0,2,8,8,8,8,0,4,4,4,8,8,4
stack_inserter_from_cryogenic_plant_plastic_bar_circuit_enabled,0,8,0,30,6,0,0,0,4,2,0,1,4,4,4,4,4,4,0,4,6,23,8,8,8,0,0,0,0,0,0,10,8,8,26,0,0,0,8,8,8,0,0,4,4,4,8,8,4
stack_inserter_from_cryogenic_plant_plastic_bar_to_assembling_machine_3_advanced_circuit,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_assembling_machine_3_advanced_circuit_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_cargo_wagon,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit,0,8,6,0,6,0,24,0,4,0,0,0,4,4,4,4,4,4,0,4,0,23,8,8,8,0,0,0,0,0,0,10,8,8,26,0,0,0,8,8,8,0,0,4,4,4,8,8,4
stack_inserter_from_cryogenic_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,8,0,0,6,0,0,0,4,0,0,0,4,4,4,4,4,4,0,4,0,23,8,8,8,0,0,0,0,0,0,10,8,8,26,0,0,0,8,8,8,0,0,4,4,4,8,8,4
stack_inserter_from_cryogenic_plant_plastic_bar_to_turbo_transport_belt,2,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,4,4,4,0,0,0,0,0,0,0,2,0,2,0,0,0,8,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_sulfur,2,4,1,30,1,4,2,4,1,2,2,4,1,1,1,1,1,1,4,1,6,23,4,4,4,4,4,2,4,4,4,6,2,2,52,2,0,2,4,4,4,4,4,1,1,1,2,2,1
stack_inserter_from_cryogenic_plant_sulfur_circuit_enabled,0,0,0,30,1,4,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,6,0,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_sulfur_to_assembling_machine_3_chemical_science_pack,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_sulfur_to_assembling_machine_3_chemical_science_pack_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_sulfur_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_sulfur_to_turbo_transport_belt,2,2,1,0,1,4,0,4,1,2,2,4,0,0,1,1,1,1,4,1,6,0,4,4,4,4,4,2,4,4,4,5,2,2,0,2,0,2,4,4,4,4,4,1,1,1,2,2,1
stack_inserter_from_cryogenic_plant_sulfur_to_turbo_transport_belt_circuit_enabled,0,0,0,0,1,4,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_sulfur_to_turbo_underground_belt,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_sulfur_to_turbo_underground_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit,6,8,6,0,6,8,24,10,4,6,4,32,4,4,4,4,4,4,32,4,8,23,8,8,8,6,6,6,0,48,48,10,8,8,52,4,0,4,8,8,8,10,32,4,4,4,8,8,4
stack_inserter_from_electromagnetic_plant_advanced_circuit_circuit_enabled,0,8,6,0,6,8,0,10,4,6,4,32,4,4,4,4,4,4,32,4,8,23,8,8,8,6,6,6,0,48,48,10,6,8,52,4,0,4,8,8,8,10,32,4,4,4,8,8,4
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_assembling_machine_3_chemical_science_pack,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,52,0,0,0,0,0,0,0,32,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_assembling_machine_3_chemical_science_pack_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,52,0,0,0,0,0,0,0,32,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
